Ticker,option_raw,Expiration,DTE,Side,Strike,Open Interest,Volume,IV,Gamma,Bid,Ask,Last,Delta,Theta,Vega,Source URL Used,Gamma Used,Call GEX,Put GEX,Net GEX,Call GEX Bn,Put GEX Bn,Net GEX Bn
SPY,SPY260507P00704000,2026-05-07,0,put,704.0,1290.0,128.0,2.5251,0.0,0.0,0.01,,0.0,0.0,0.0,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0
SPY,SPY260507C00705000,2026-05-07,0,call,705.0,247.0,93.0,0.0,0.0,26.98,27.18,,1.0,0.0,0.0,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPY,SPY260507P00705000,2026-05-07,0,put,705.0,1408.0,1777.0,2.4414,0.0,0.0,0.01,,0.0,0.0,0.0,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0
SPY,SPY260507C00706000,2026-05-07,0,call,706.0,11.0,51.0,0.0,0.0,25.98,26.18,,0.9999,-0.0001,0.0,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPY,SPY260507P00706000,2026-05-07,0,put,706.0,1276.0,551.0,2.3575,0.0,0.0,0.01,,-0.0001,-0.0001,0.0,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0
SPY,SPY260507C00707000,2026-05-07,0,call,707.0,209.0,90.0,0.0,0.0001,24.98,25.18,,0.9999,-0.0002,0.0,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0001,11185.874294760004,0.0,11185.874294760004,1.1185874294760005e-05,0.0,1.1185874294760005e-05
SPY,SPY260507P00707000,2026-05-07,0,put,707.0,1742.0,1103.0,2.2736,0.0001,0.0,0.01,,-0.0001,-0.0002,0.0,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0001,0.0,-93233.45943288003,-93233.45943288003,0.0,-9.323345943288003e-05,-9.323345943288003e-05
SPY,SPY260507C00708000,2026-05-07,0,call,708.0,84.0,81.0,0.0,0.0001,23.98,24.18,,0.9998,-0.0003,0.0,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0001,4495.758089760001,0.0,4495.758089760001,4.495758089760001e-06,0.0,4.495758089760001e-06
SPY,SPY260507P00708000,2026-05-07,0,put,708.0,2696.0,492.0,2.1895,0.0001,0.0,0.01,,-0.0002,-0.0003,0.0,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0001,0.0,-144292.42630944005,-144292.42630944005,0.0,-0.00014429242630944005,-0.00014429242630944005
SPY,SPY260507C00709000,2026-05-07,0,call,709.0,334.0,106.0,2.1052,0.0002,22.99,23.18,,0.9997,-0.0006,0.0,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0002,35751.980999520005,0.0,35751.980999520005,3.5751980999520004e-05,0.0,3.5751980999520004e-05
SPY,SPY260507P00709000,2026-05-07,0,put,709.0,2181.0,1075.0,2.1052,0.0002,0.0,0.01,,-0.0003,-0.0006,0.0,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0002,0.0,-233458.29508968006,-233458.29508968006,0.0,-0.00023345829508968007,-0.00023345829508968007
SPY,SPY260507C00710000,2026-05-07,0,call,710.0,1566.0,491.0,2.1624,0.0003,21.99,22.18,,0.9994,-0.001,0.0001,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0003,251441.32744872005,0.0,251441.32744872005,0.00025144132744872003,0.0,0.00025144132744872003
SPY,SPY260507P00710000,2026-05-07,0,put,710.0,7228.0,2431.0,2.0208,0.0003,0.0,0.01,,-0.0006,-0.001,0.0001,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0003,0.0,-1160547.8383137602,-1160547.8383137602,0.0,-0.0011605478383137603,-0.0011605478383137603
SPY,SPY260507C00711000,2026-05-07,0,call,711.0,382.0,55.0,2.1652,0.0005,21.01,21.18,,0.999,-0.0017,0.0001,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0005,102224.97561240003,0.0,102224.97561240003,0.00010222497561240003,0.0,0.00010222497561240003
SPY,SPY260507P00711000,2026-05-07,0,put,711.0,1185.0,2873.0,1.9363,0.0005,0.0,0.01,,-0.001,-0.0017,0.0001,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0005,0.0,-317111.50811700005,-317111.50811700005,0.0,-0.00031711150811700005,-0.00031711150811700005
SPY,SPY260507C00712000,2026-05-07,0,call,712.0,251.0,55.0,2.0722,0.0007,20.01,20.18,,0.9984,-0.003,0.0002,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0007,94036.27337748003,0.0,94036.27337748003,9.403627337748003e-05,0.0,9.403627337748003e-05
SPY,SPY260507P00712000,2026-05-07,0,put,712.0,3142.0,4854.0,1.8515,0.0007,0.0,0.01,,-0.0016,-0.003,0.0002,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0007,0.0,-1177139.3265021602,-1177139.3265021602,0.0,-0.0011771393265021602,-0.0011771393265021602
SPY,SPY260507C00713000,2026-05-07,0,call,713.0,713.0,55.0,2.046,0.0011,19.01,19.19,,0.9975,-0.005,0.0003,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0011,419764.65116652014,0.0,419764.65116652014,0.00041976465116652016,0.0,0.00041976465116652016
SPY,SPY260507P00713000,2026-05-07,0,put,713.0,5314.0,4911.0,1.7666,0.0011,0.0,0.01,,-0.0025,-0.005,0.0003,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0011,0.0,-3128512.421176561,-3128512.421176561,0.0,-0.003128512421176561,-0.003128512421176561
SPY,SPY260507C00714000,2026-05-07,0,call,714.0,628.0,227.0,1.803,0.0012,17.99,18.18,,0.9973,-0.005,0.0003,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0012,403333.7257670401,0.0,403333.7257670401,0.0004033337257670401,0.0,0.0004033337257670401
SPY,SPY260507P00714000,2026-05-07,0,put,714.0,2981.0,8866.0,1.6814,0.0012,0.0,0.01,,-0.0027,-0.005,0.0003,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0012,0.0,-1914550.6950820803,-1914550.6950820803,0.0,-0.0019145506950820803,-0.0019145506950820803
SPY,SPY260507C00715000,2026-05-07,0,call,715.0,1276.0,97.0,1.596,0.0014,16.99,17.19,,0.9972,-0.005,0.0003,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0014,956097.8870889602,0.0,956097.8870889602,0.0009560978870889602,0.0,0.0009560978870889602
SPY,SPY260507P00715000,2026-05-07,0,put,715.0,7154.0,8402.0,1.596,0.0014,0.0,0.01,,-0.0028,-0.005,0.0003,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0014,0.0,-5360442.229023841,-5360442.229023841,0.0,-0.0053604422290238415,-0.0053604422290238415
SPY,SPY260507C00716000,2026-05-07,0,call,716.0,515.0,104.0,1.6217,0.003,15.99,16.19,,0.9929,-0.015,0.0008,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.003,826898.3629380001,0.0,826898.3629380001,0.0008268983629380001,0.0,0.0008268983629380001
SPY,SPY260507P00716000,2026-05-07,0,put,716.0,2434.0,4682.0,1.6973,0.003,0.01,0.02,,-0.0071,-0.015,0.0008,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.003,0.0,-3908098.282312801,-3908098.282312801,0.0,-0.003908098282312801,-0.003908098282312801
SPY,SPY260507C00717000,2026-05-07,0,call,717.0,689.0,115.0,1.6594,0.0033,15.02,15.19,,0.9925,-0.015,0.0008,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0033,1216905.3772246803,0.0,1216905.3772246803,0.0012169053772246802,0.0,0.0012169053772246802
SPY,SPY260507P00717000,2026-05-07,0,put,717.0,2305.0,8366.0,1.6026,0.0033,0.01,0.02,,-0.0075,-0.015,0.0008,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0033,0.0,-4071069.5130666005,-4071069.5130666005,0.0,-0.0040710695130666006,-0.0040710695130666006
SPY,SPY260507C00718000,2026-05-07,0,call,718.0,1113.0,592.0,1.5616,0.0037,14.01,14.19,,0.9921,-0.015,0.0008,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0037,2204045.4035048406,0.0,2204045.4035048406,0.0022040454035048406,0.0,0.0022040454035048406
SPY,SPY260507P00718000,2026-05-07,0,put,718.0,8979.0,13432.0,1.5075,0.0037,0.01,0.02,,-0.0079,-0.015,0.0008,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0037,0.0,-17780883.807789728,-17780883.807789728,0.0,-0.01778088380778973,-0.01778088380778973
SPY,SPY260507C00719000,2026-05-07,0,call,719.0,1374.0,740.0,1.4632,0.0041,13.01,13.19,,0.9916,-0.015,0.0009,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0041,3015048.0503397607,0.0,3015048.0503397607,0.0030150480503397608,0.0,0.0030150480503397608
SPY,SPY260507P00719000,2026-05-07,0,put,719.0,4575.0,12703.0,1.4116,0.0041,0.01,0.02,,-0.0083,-0.015,0.0009,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0041,0.0,-10039188.377223002,-10039188.377223002,0.0,-0.010039188377223002,-0.010039188377223002
SPY,SPY260507C00720000,2026-05-07,0,call,720.0,1065.0,799.0,1.3642,0.0047,12.01,12.19,,0.9911,-0.015,0.001,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0047,2678990.1331302007,0.0,2678990.1331302007,0.0026789901331302005,0.0,0.0026789901331302005
SPY,SPY260507P00720000,2026-05-07,0,put,720.0,11726.0,44714.0,1.3157,0.0047,0.01,0.02,,-0.0089,-0.015,0.001,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0047,0.0,-29496561.785056084,-29496561.785056084,0.0,-0.029496561785056084,-0.029496561785056084
SPY,SPY260507C00721000,2026-05-07,0,call,721.0,1378.0,295.0,1.2646,0.0054,11.01,11.19,,0.9905,-0.015,0.001,https://cdn.cboe.com/api/global/delayed_quotes/options/SPY.json,0.0054,3982599.4163716813,0.0,3982599.4163716813,0.003982599416371681,0.0,0.003982599416371681
